"name","namespaceName","version","versionFormat","metrics.total.critical","metrics.total.high","metrics.total.medium","metrics.total.unknown","metrics.unresolved.critical","metrics.unresolved.high","metrics.unresolved.medium","metrics.unresolved.unknown","metrics.fixAvailable.critical","metrics.fixAvailable.high","metrics.fixAvailable.medium","metrics.fixAvailable.unknown","timestamp"
"ncurses","debian:10","6.1+20181013-2+deb10u2","dpkg","","2","","1","","2","","1","","1","","","2023-06-28T00:00:36"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-06-28T00:00:36"
"nettle","debian:10","3.4.1-1","dpkg","","2","","","","2","","","","2","","","2023-06-28T00:00:36"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-06-28T00:00:36"
"gnupg2","debian:10","2.2.12-1+deb10u1","dpkg","","1","1","","","1","1","","","","1","","2023-06-28T00:00:36"
"bash","debian:10","5.0-4","dpkg","","1","","1","","1","","1","","","","","2023-06-28T00:00:36"
"zlib","debian:10","1:1.2.11.dfsg-1","dpkg","","1","","1","","1","","1","","1","","1","2023-06-28T00:00:36"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-06-28T00:00:36"
"gmp","debian:10","2:6.1.2+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-06-28T00:00:36"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-06-28T00:00:36"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-06-28T00:00:36"
"libzstd","debian:10","1.3.8+dfsg-3","dpkg","","","2","","","","2","","","","2","","2023-06-28T00:00:36"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-06-28T00:00:36"
"openssl","debian:10","1.1.1d-0+deb10u3","dpkg","3","3","8","8","3","3","8","8","3","3","6","4","2023-06-28T00:00:36"
"glibc","debian:10","2.28-10","dpkg","5","7","7","1","5","7","7","1","4","3","4","1","2023-06-28T00:00:36"
"gnutls28","debian:10","3.6.7-4+deb10u4","dpkg","2","1","1","3","2","1","1","3","2","1","","3","2023-06-28T00:00:36"
"tar","debian:10","1.30+dfsg-6","dpkg","1","1","1","","1","1","1","","","","","","2023-06-28T00:00:36"
"lz4","debian:10","1.8.3-1","dpkg","1","1","","","1","1","","","1","","","","2023-06-28T00:00:36"
"db5.3","debian:10","5.3.28+dfsg1-0.5","dpkg","1","","","","1","","","","","","","","2023-06-28T00:00:36"
"dpkg","debian:10","1.19.7","dpkg","1","","","","1","","","","1","","","","2023-06-28T00:00:36"
"libseccomp","debian:10","2.3.3-4","dpkg","1","","","","1","","","","","","","","2023-06-28T00:00:36"
"perl","debian:10","5.28.1-6","dpkg","","5","","1","","5","","1","","3","","","2023-06-28T00:00:36"
"pcre3","debian:10","2:8.39-12","dpkg","","4","2","","","4","2","","","","","","2023-06-28T00:00:36"
"systemd","debian:10","241-7~deb10u4","dpkg","","2","2","4","","2","2","4","","","1","1","2023-06-28T00:00:36"
"libgcrypt20","debian:10","1.8.4-5","dpkg","","2","2","","","2","2","","","","1","","2023-06-28T00:00:36"
"p11-kit","debian:10","0.23.15-2","dpkg","","2","1","","","2","1","","","2","1","","2023-06-28T00:00:36"
"ncurses","debian:10","6.1+20181013-2+deb10u2","dpkg","","2","","1","","2","","1","","1","","","2023-06-28T00:00:36"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-06-28T00:00:37"
"nettle","debian:10","3.4.1-1","dpkg","","2","","","","2","","","","2","","","2023-06-28T00:00:37"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-06-28T00:00:37"
"gnupg2","debian:10","2.2.12-1+deb10u1","dpkg","","1","1","","","1","1","","","","1","","2023-06-28T00:00:37"
"bash","debian:10","5.0-4","dpkg","","1","","1","","1","","1","","","","","2023-06-28T00:00:37"
"zlib","debian:10","1:1.2.11.dfsg-1","dpkg","","1","","1","","1","","1","","1","","1","2023-06-28T00:00:37"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-06-28T00:00:37"
"gmp","debian:10","2:6.1.2+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-06-28T00:00:37"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-06-28T00:00:37"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-06-28T00:00:37"
"libzstd","debian:10","1.3.8+dfsg-3","dpkg","","","2","","","","2","","","","2","","2023-06-28T00:00:37"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-06-28T00:00:37"
"curl","alpine:v3.17","7.88.1-r1","dpkg","","","","4","","","","4","","","","4","2023-07-13T09:03:50"
"curl","alpine:v3.16","7.83.1-r4","dpkg","","","","15","","","","15","","","","15","2023-07-13T09:03:50"
"pkgconf","alpine:v3.16","1.8.0-r1","dpkg","","","","1","","","","1","","","","1","2023-07-13T09:03:50"
"curl","alpine:v3.16","7.83.1-r6","dpkg","","","","10","","","","10","","","","10","2023-07-13T09:03:50"
"curl","alpine:v3.17","7.88.1-r1","dpkg","","","","4","","","","4","","","","4","2023-07-13T09:03:50"
"curl","alpine:v3.17","7.87.0-r1","dpkg","","","","13","","","","13","","","","13","2023-07-13T09:03:50"
"curl","alpine:v3.17","7.88.1-r1","dpkg","","","","4","","","","4","","","","4","2023-07-13T09:03:50"
"sqlite3","debian:10","3.27.2-3+deb10u2","dpkg","1","3","4","","1","3","4","","","","","","2023-07-13T09:03:50"
"unbound","debian:10","1.9.0-2+deb10u2","dpkg","7","5","2","3","7","5","2","3","","","1","3","2023-07-13T09:03:50"
"openjpeg2","debian:10","2.3.0-2+deb10u2","dpkg","2","7","12","","2","7","12","","","","","","2023-07-13T09:03:50"
"binutils","debian:10","2.31.1-16","dpkg","1","14","45","","1","14","45","","","","","","2023-07-13T09:03:50"
"python3.7","debian:10","3.7.3-2+deb10u4","dpkg","1","5","4","4","1","5","4","4","","2","2","2","2023-07-13T09:03:50"
"tiff","debian:10","4.1.0+git191117-2~deb10u4","dpkg","1","3","9","34","1","3","9","34","","","3","24","2023-07-13T09:03:50"
"libwmf","debian:10","0.2.8.4-14","dpkg","1","","3","","1","","3","","","","","","2023-07-13T09:03:50"
"linux","debian:10","4.19.269-1","dpkg","","19","51","113","","19","51","113","","","","46","2023-07-13T09:03:50"
"imagemagick","debian:10","8:6.9.10.23+dfsg-2.1+deb10u1","dpkg","","13","25","11","","13","25","11","","10","15","4","2023-07-13T09:03:50"
"libheif","debian:10","1.3.2-2~deb10u1","dpkg","","3","","2","","3","","2","","","","","2023-07-13T09:03:50"
"libjpeg-turbo","debian:10","1:1.5.2-2+deb10u1","dpkg","","2","2","1","","2","2","1","","","","","2023-07-13T09:03:50"
"patch","debian:10","2.7.6-3+deb10u1","dpkg","","2","2","","","2","2","","","","","","2023-07-13T09:03:50"
"libxml2","debian:10","2.9.4+dfsg1-7+deb10u5","dpkg","","2","1","3","","2","1","3","","","","2","2023-07-13T09:03:50"
"m4","debian:10","1.4.18-2","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:50"
"libpng1.6","debian:10","1.6.36-6","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:50"
"libde265","debian:10","1.0.3-1+deb10u1","dpkg","","1","2","29","","1","2","29","","1","2","27","2023-07-13T09:03:50"
"libcroco","debian:10","0.6.12-3","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:50"
"glib2.0","debian:10","2.58.3-2+deb10u4","dpkg","","1","1","5","","1","1","5","","","","","2023-07-13T09:03:50"
"freetype","debian:10","2.9.1-3+deb10u3","dpkg","","1","","1","","1","","1","","","","","2023-07-13T09:03:50"
"cairo","debian:10","1.16.0-4+deb10u1","dpkg","","","4","","","","4","","","","","","2023-07-13T09:03:50"
"openexr","debian:10","2.2.1-4.1+deb10u2","dpkg","","","3","","","","3","","","","","","2023-07-13T09:03:50"
"harfbuzz","debian:10","2.3.1-1","dpkg","","","1","1","","","1","1","","","","","2023-07-13T09:03:50"
"jbigkit","debian:10","2.1-3.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"libtasn1-6","debian:10","4.13-3+deb10u1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"libxslt","debian:10","1.1.32-2.2~deb10u2","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"unzip","debian:10","6.0-23+deb10u3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:50"
"glibc","debian:10","2.28-10+deb10u2","dpkg","1","4","3","","1","4","3","","","","","","2023-07-13T09:03:50"
"tar","debian:10","1.30+dfsg-6","dpkg","1","1","1","","1","1","1","","","","","","2023-07-13T09:03:50"
"db5.3","debian:10","5.3.28+dfsg1-0.5","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:50"
"libseccomp","debian:10","2.3.3-4","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:50"
"pcre3","debian:10","2:8.39-12","dpkg","","4","2","","","4","2","","","","","","2023-07-13T09:03:50"
"systemd","debian:10","241-7~deb10u8","dpkg","","2","1","4","","2","1","4","","","","2","2023-07-13T09:03:50"
"libgcrypt20","debian:10","1.8.4-5+deb10u1","dpkg","","2","1","","","2","1","","","","","","2023-07-13T09:03:50"
"perl","debian:10","5.28.1-6+deb10u1","dpkg","","2","","1","","2","","1","","","","","2023-07-13T09:03:50"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:50"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-07-13T09:03:50"
"iptables","debian:10","1.8.2-4","dpkg","","1","1","","","1","1","","","","","","2023-07-13T09:03:50"
"gnupg2","debian:10","2.2.12-1+deb10u2","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"ncurses","debian:10","6.1+20181013-2+deb10u3","dpkg","","1","","1","","1","","1","","","","","2023-07-13T09:03:50"
"bash","debian:10","5.0-4","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"lz4","debian:10","1.8.3-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:50"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:50"
"gnutls28","debian:10","3.6.7-4+deb10u9","dpkg","","","1","1","","","1","1","","","","1","2023-07-13T09:03:50"
"libtasn1-6","debian:10","4.13-3","dpkg","","","1","1","","","1","","","","","","2023-07-13T09:03:50"
"iproute2","debian:10","4.20.0-2+deb10u1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"libsepol","debian:10","2.8-1","dpkg","","","","","","","","","","","","","2023-07-13T09:03:50"
"apt","debian:10","1.8.2.3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:50"
"python2.7","debian:10","2.7.16-2+deb10u1","dpkg","2","7","5","4","2","7","5","4","1","4","2","1","2023-07-13T09:03:50"
"openssh","debian:10","1:7.9p1-10+deb10u2","dpkg","","4","7","","","4","7","","","","","","2023-07-13T09:03:50"
"git","debian:10","1:2.20.1-2+deb10u6","dpkg","","2","","7","","2","","7","","","","4","2023-07-13T09:03:50"
"python-defaults","debian:10","2.7.16-1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"expat","debian:10","2.2.6-2+deb10u6","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"apr-util","debian:10","1.6.1-4","dpkg","","","","1","","","","1","","","","1","2023-07-13T09:03:50"
"pcre2","debian:10","10.32-5","dpkg","2","1","","","2","1","","","2","1","","","2023-07-13T09:03:50"
"openldap","debian:10","2.4.47+dfsg-3+deb10u7","dpkg","","2","2","1","","2","2","1","","","","","2023-07-13T09:03:50"
"libssh2","debian:10","1.8.0-2.1","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:50"
"krb5","debian:10","1.17-3+deb10u5","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"nghttp2","debian:10","1.36.0-2+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"curl","debian:10","7.64.0-4+deb10u3","dpkg","","","3","11","","","3","11","","","1","8","2023-07-13T09:03:50"
"openssl","debian:10","1.1.1n-0+deb10u3","dpkg","","","3","8","","","3","8","","","1","8","2023-07-13T09:03:50"
"wget","debian:10","1.20.1-1.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"sqlite3","debian:10","3.27.2-3+deb10u2","dpkg","1","3","4","","1","3","4","","","","","","2023-07-13T09:03:50"
"unbound","debian:10","1.9.0-2+deb10u2","dpkg","7","5","2","3","7","5","2","3","","","1","3","2023-07-13T09:03:50"
"openjpeg2","debian:10","2.3.0-2+deb10u2","dpkg","2","7","12","","2","7","12","","","","","","2023-07-13T09:03:50"
"binutils","debian:10","2.31.1-16","dpkg","1","14","45","","1","14","45","","","","","","2023-07-13T09:03:50"
"python3.7","debian:10","3.7.3-2+deb10u4","dpkg","1","5","4","4","1","5","4","4","","2","2","2","2023-07-13T09:03:50"
"tiff","debian:10","4.1.0+git191117-2~deb10u4","dpkg","1","3","9","34","1","3","9","34","","","3","24","2023-07-13T09:03:50"
"libwmf","debian:10","0.2.8.4-14","dpkg","1","","3","","1","","3","","","","","","2023-07-13T09:03:50"
"linux","debian:10","4.19.269-1","dpkg","","19","51","113","","19","51","113","","","","46","2023-07-13T09:03:50"
"imagemagick","debian:10","8:6.9.10.23+dfsg-2.1+deb10u1","dpkg","","13","25","11","","13","25","11","","10","15","4","2023-07-13T09:03:50"
"libheif","debian:10","1.3.2-2~deb10u1","dpkg","","3","","2","","3","","2","","","","","2023-07-13T09:03:50"
"libjpeg-turbo","debian:10","1:1.5.2-2+deb10u1","dpkg","","2","2","1","","2","2","1","","","","","2023-07-13T09:03:50"
"patch","debian:10","2.7.6-3+deb10u1","dpkg","","2","2","","","2","2","","","","","","2023-07-13T09:03:50"
"libxml2","debian:10","2.9.4+dfsg1-7+deb10u5","dpkg","","2","1","3","","2","1","3","","","","2","2023-07-13T09:03:50"
"m4","debian:10","1.4.18-2","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:50"
"libpng1.6","debian:10","1.6.36-6","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:50"
"libde265","debian:10","1.0.3-1+deb10u1","dpkg","","1","2","29","","1","2","29","","1","2","27","2023-07-13T09:03:50"
"libcroco","debian:10","0.6.12-3","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:50"
"glib2.0","debian:10","2.58.3-2+deb10u4","dpkg","","1","1","5","","1","1","5","","","","","2023-07-13T09:03:50"
"freetype","debian:10","2.9.1-3+deb10u3","dpkg","","1","","1","","1","","1","","","","","2023-07-13T09:03:50"
"cairo","debian:10","1.16.0-4+deb10u1","dpkg","","","4","","","","4","","","","","","2023-07-13T09:03:50"
"openexr","debian:10","2.2.1-4.1+deb10u2","dpkg","","","3","","","","3","","","","","","2023-07-13T09:03:50"
"harfbuzz","debian:10","2.3.1-1","dpkg","","","1","1","","","1","1","","","","","2023-07-13T09:03:50"
"jbigkit","debian:10","2.1-3.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"libtasn1-6","debian:10","4.13-3+deb10u1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"libxslt","debian:10","1.1.32-2.2~deb10u2","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:50"
"unzip","debian:10","6.0-23+deb10u3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:50"
"glibc","debian:10","2.28-10+deb10u2","dpkg","1","4","3","","1","4","3","","","","","","2023-07-13T09:03:50"
"tar","debian:10","1.30+dfsg-6","dpkg","1","1","1","","1","1","1","","","","","","2023-07-13T09:03:50"
"db5.3","debian:10","5.3.28+dfsg1-0.5","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:50"
"libseccomp","debian:10","2.3.3-4","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:50"
"pcre3","debian:10","2:8.39-12","dpkg","","4","2","","","4","2","","","","","","2023-07-13T09:03:50"
"systemd","debian:10","241-7~deb10u8","dpkg","","2","1","4","","2","1","4","","","","2","2023-07-13T09:03:50"
"libgcrypt20","debian:10","1.8.4-5+deb10u1","dpkg","","2","1","","","2","1","","","","","","2023-07-13T09:03:50"
"perl","debian:10","5.28.1-6+deb10u1","dpkg","","2","","1","","2","","1","","","","","2023-07-13T09:03:50"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:50"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-07-13T09:03:50"
"iptables","debian:10","1.8.2-4","dpkg","","1","1","","","1","1","","","","","","2023-07-13T09:03:50"
"gnupg2","debian:10","2.2.12-1+deb10u2","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"ncurses","debian:10","6.1+20181013-2+deb10u3","dpkg","","1","","1","","1","","1","","","","","2023-07-13T09:03:50"
"bash","debian:10","5.0-4","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:50"
"lz4","debian:10","1.8.3-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:51"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:51"
"gnutls28","debian:10","3.6.7-4+deb10u9","dpkg","","","1","1","","","1","1","","","","1","2023-07-13T09:03:51"
"libtasn1-6","debian:10","4.13-3","dpkg","","","1","1","","","1","","","","","","2023-07-13T09:03:51"
"iproute2","debian:10","4.20.0-2+deb10u1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"libsepol","debian:10","2.8-1","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"apt","debian:10","1.8.2.3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"python2.7","debian:10","2.7.16-2+deb10u1","dpkg","2","7","5","4","2","7","5","4","1","4","2","1","2023-07-13T09:03:51"
"openssh","debian:10","1:7.9p1-10+deb10u2","dpkg","","4","7","","","4","7","","","","","","2023-07-13T09:03:51"
"git","debian:10","1:2.20.1-2+deb10u6","dpkg","","2","","7","","2","","7","","","","4","2023-07-13T09:03:51"
"python-defaults","debian:10","2.7.16-1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"expat","debian:10","2.2.6-2+deb10u6","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"apr-util","debian:10","1.6.1-4","dpkg","","","","1","","","","1","","","","1","2023-07-13T09:03:51"
"pcre2","debian:10","10.32-5","dpkg","2","1","","","2","1","","","2","1","","","2023-07-13T09:03:51"
"openldap","debian:10","2.4.47+dfsg-3+deb10u7","dpkg","","2","2","1","","2","2","1","","","","","2023-07-13T09:03:51"
"libssh2","debian:10","1.8.0-2.1","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:51"
"krb5","debian:10","1.17-3+deb10u5","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"nghttp2","debian:10","1.36.0-2+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"curl","debian:10","7.64.0-4+deb10u3","dpkg","","","3","11","","","3","11","","","1","8","2023-07-13T09:03:51"
"openssl","debian:10","1.1.1n-0+deb10u3","dpkg","","","3","8","","","3","8","","","1","8","2023-07-13T09:03:51"
"wget","debian:10","1.20.1-1.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"sqlite3","debian:10","3.27.2-3+deb10u2","dpkg","1","3","4","","1","3","4","","","","","","2023-07-13T09:03:51"
"unbound","debian:10","1.9.0-2+deb10u2","dpkg","7","5","2","3","7","5","2","3","","","1","3","2023-07-13T09:03:51"
"openjpeg2","debian:10","2.3.0-2+deb10u2","dpkg","2","7","12","","2","7","12","","","","","","2023-07-13T09:03:51"
"binutils","debian:10","2.31.1-16","dpkg","1","14","45","","1","14","45","","","","","","2023-07-13T09:03:51"
"python3.7","debian:10","3.7.3-2+deb10u4","dpkg","1","5","4","4","1","5","4","4","","2","2","2","2023-07-13T09:03:51"
"tiff","debian:10","4.1.0+git191117-2~deb10u4","dpkg","1","3","9","34","1","3","9","34","","","3","24","2023-07-13T09:03:51"
"libwmf","debian:10","0.2.8.4-14","dpkg","1","","3","","1","","3","","","","","","2023-07-13T09:03:51"
"linux","debian:10","4.19.269-1","dpkg","","19","51","113","","19","51","113","","","","46","2023-07-13T09:03:51"
"imagemagick","debian:10","8:6.9.10.23+dfsg-2.1+deb10u1","dpkg","","13","25","11","","13","25","11","","10","15","4","2023-07-13T09:03:51"
"libheif","debian:10","1.3.2-2~deb10u1","dpkg","","3","","2","","3","","2","","","","","2023-07-13T09:03:51"
"libjpeg-turbo","debian:10","1:1.5.2-2+deb10u1","dpkg","","2","2","1","","2","2","1","","","","","2023-07-13T09:03:51"
"patch","debian:10","2.7.6-3+deb10u1","dpkg","","2","2","","","2","2","","","","","","2023-07-13T09:03:51"
"libxml2","debian:10","2.9.4+dfsg1-7+deb10u5","dpkg","","2","1","3","","2","1","3","","","","2","2023-07-13T09:03:51"
"m4","debian:10","1.4.18-2","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:51"
"libpng1.6","debian:10","1.6.36-6","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:51"
"libde265","debian:10","1.0.3-1+deb10u1","dpkg","","1","2","29","","1","2","29","","1","2","27","2023-07-13T09:03:51"
"libcroco","debian:10","0.6.12-3","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:51"
"glib2.0","debian:10","2.58.3-2+deb10u4","dpkg","","1","1","5","","1","1","5","","","","","2023-07-13T09:03:51"
"freetype","debian:10","2.9.1-3+deb10u3","dpkg","","1","","1","","1","","1","","","","","2023-07-13T09:03:51"
"cairo","debian:10","1.16.0-4+deb10u1","dpkg","","","4","","","","4","","","","","","2023-07-13T09:03:51"
"openexr","debian:10","2.2.1-4.1+deb10u2","dpkg","","","3","","","","3","","","","","","2023-07-13T09:03:51"
"harfbuzz","debian:10","2.3.1-1","dpkg","","","1","1","","","1","1","","","","","2023-07-13T09:03:51"
"jbigkit","debian:10","2.1-3.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"libtasn1-6","debian:10","4.13-3+deb10u1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"libxslt","debian:10","1.1.32-2.2~deb10u2","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"unzip","debian:10","6.0-23+deb10u3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"glibc","debian:10","2.28-10+deb10u2","dpkg","1","4","3","","1","4","3","","","","","","2023-07-13T09:03:51"
"tar","debian:10","1.30+dfsg-6","dpkg","1","1","1","","1","1","1","","","","","","2023-07-13T09:03:51"
"db5.3","debian:10","5.3.28+dfsg1-0.5","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:51"
"libseccomp","debian:10","2.3.3-4","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:51"
"pcre3","debian:10","2:8.39-12","dpkg","","4","2","","","4","2","","","","","","2023-07-13T09:03:51"
"systemd","debian:10","241-7~deb10u8","dpkg","","2","1","4","","2","1","4","","","","2","2023-07-13T09:03:51"
"libgcrypt20","debian:10","1.8.4-5+deb10u1","dpkg","","2","1","","","2","1","","","","","","2023-07-13T09:03:51"
"perl","debian:10","5.28.1-6+deb10u1","dpkg","","2","","1","","2","","1","","","","","2023-07-13T09:03:51"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:51"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-07-13T09:03:51"
"iptables","debian:10","1.8.2-4","dpkg","","1","1","","","1","1","","","","","","2023-07-13T09:03:51"
"gnupg2","debian:10","2.2.12-1+deb10u2","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"ncurses","debian:10","6.1+20181013-2+deb10u3","dpkg","","1","","1","","1","","1","","","","","2023-07-13T09:03:51"
"bash","debian:10","5.0-4","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"lz4","debian:10","1.8.3-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:51"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:51"
"gnutls28","debian:10","3.6.7-4+deb10u9","dpkg","","","1","1","","","1","1","","","","1","2023-07-13T09:03:51"
"libtasn1-6","debian:10","4.13-3","dpkg","","","1","1","","","1","","","","","","2023-07-13T09:03:51"
"iproute2","debian:10","4.20.0-2+deb10u1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"libsepol","debian:10","2.8-1","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"apt","debian:10","1.8.2.3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"python2.7","debian:10","2.7.16-2+deb10u1","dpkg","2","7","5","4","2","7","5","4","1","4","2","1","2023-07-13T09:03:51"
"openssh","debian:10","1:7.9p1-10+deb10u2","dpkg","","4","7","","","4","7","","","","","","2023-07-13T09:03:51"
"git","debian:10","1:2.20.1-2+deb10u6","dpkg","","2","","7","","2","","7","","","","4","2023-07-13T09:03:51"
"python-defaults","debian:10","2.7.16-1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"expat","debian:10","2.2.6-2+deb10u6","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"apr-util","debian:10","1.6.1-4","dpkg","","","","1","","","","1","","","","1","2023-07-13T09:03:51"
"pcre2","debian:10","10.32-5","dpkg","2","1","","","2","1","","","2","1","","","2023-07-13T09:03:51"
"openldap","debian:10","2.4.47+dfsg-3+deb10u7","dpkg","","2","2","1","","2","2","1","","","","","2023-07-13T09:03:51"
"libssh2","debian:10","1.8.0-2.1","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:51"
"krb5","debian:10","1.17-3+deb10u5","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"nghttp2","debian:10","1.36.0-2+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"curl","debian:10","7.64.0-4+deb10u3","dpkg","","","3","11","","","3","11","","","1","8","2023-07-13T09:03:51"
"openssl","debian:10","1.1.1n-0+deb10u3","dpkg","","","3","8","","","3","8","","","1","8","2023-07-13T09:03:51"
"wget","debian:10","1.20.1-1.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
